,variable,mapped_id,description,calculation,index,map
2139,repayment.4_yr_db_pp_repayment.ug_completer.rate,DBRR4_PP_UGCOMP_RT,Undergraduate student completers Parent PLUS Loan dollar-based 4-year repayment rate,,,
2140,repayment.4_yr_db_pp_repayment.ug_noncompleter.count,DBRR4_PP_UGNOCOMP_N,Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate borrower count,,,
2141,repayment.4_yr_db_pp_repayment.ug_noncompleter.numerator,DBRR4_PP_UGNOCOMP_NUM,Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate numerator,,,
2142,repayment.4_yr_db_pp_repayment.ug_noncompleter.denominator,DBRR4_PP_UGNOCOMP_DEN,Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate denominator,,,
2143,repayment.4_yr_db_pp_repayment.ug_noncompleter.rate,DBRR4_PP_UGNOCOMP_RT,Undergraduate student non-completers Parent PLUS Loan dollar-based 4-year repayment rate repayment rate,,,
2144,repayment.4_yr_db_pp_repayment.ug_completer_unknown.count,DBRR4_PP_UGUNK_N,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate borrower count,,,
2145,repayment.4_yr_db_pp_repayment.ug_completer_unknown.numerator,DBRR4_PP_UGUNK_NUM,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate numerator,,,
2146,repayment.4_yr_db_pp_repayment.ug_completer_unknown.denominator,DBRR4_PP_UGUNK_DEN,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate denominator,,,
2147,repayment.4_yr_db_pp_repayment.ug_completer_unknown.rate,DBRR4_PP_UGUNK_RT,Undergraduate students with unknown completion status Parent PLUS Loan dollar-based 4-year repayment rate repayment rate,,,
2148,repayment.5_yr_db_pp_repayment.ug.count,DBRR5_PP_UG_N,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate borrower count,,,
2149,repayment.5_yr_db_pp_repayment.ug.numerator,DBRR5_PP_UG_NUM,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate numerator,,,
2150,repayment.5_yr_db_pp_repayment.ug.denominator,DBRR5_PP_UG_DEN,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate denominator,,,
2151,repayment.5_yr_db_pp_repayment.ug.rate,DBRR5_PP_UG_RT,Undergraduate Parent PLUS Loan dollar-based 5-year repayment rate,,,
2152,repayment.10_yr_db_pp_repayment.ug.count,DBRR10_PP_UG_N,Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate borrower count,,,
2153,repayment.10_yr_db_pp_repayment.ug.numerator,DBRR10_PP_UG_NUM,Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate numerator,,,
2154,repayment.10_yr_db_pp_repayment.ug.denominator,DBRR10_PP_UG_DEN,Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate denominator,,,
2155,repayment.10_yr_db_pp_repayment.ug.rate,DBRR10_PP_UG_RT,Undergraduate Parent PLUS Loan dollar-based 10-year repayment rate,,,
2156,repayment.20_yr_db_pp_repayment.ug.count,DBRR20_PP_UG_N,Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate borrower count,,,
2157,repayment.20_yr_db_pp_repayment.ug.numerator,DBRR20_PP_UG_NUM,Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate numerator,,,
2158,repayment.20_yr_db_pp_repayment.ug.denominator,DBRR20_PP_UG_DEN,Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate denominator,,,
2159,repayment.20_yr_db_pp_repayment.ug.rate,DBRR20_PP_UG_RT,Undergraduate Parent PLUS Loan dollar-based 20-year repayment rate,,,
2160,repayment.1_yr_bb_fed_repayment.ug.count,BBRR1_FED_UG_N,Undergraduate federal student loan borrower-based 1-year borrower count,,,
2161,repayment.1_yr_bb_fed_repayment.ug.default,BBRR1_FED_UG_DFLT,Percentage of undergraduate federal student loan borrowers in default after 1 year,,,
2162,repayment.1_yr_bb_fed_repayment.ug.delinquent,BBRR1_FED_UG_DLNQ,Percentage of undergraduate federal student loan borrowers in delinquency after 1 year,,,
2163,repayment.1_yr_bb_fed_repayment.ug.forbearance,BBRR1_FED_UG_FBR,Percentage of undergraduate federal student loan borrowers in forbearance after 1 year,,,
2164,repayment.1_yr_bb_fed_repayment.ug.deferment,BBRR1_FED_UG_DFR,Percentage of undergraduate federal student loan borrowers in deferment after 1 year,,,
2165,repayment.1_yr_bb_fed_repayment.ug.noprogress,BBRR1_FED_UG_NOPROG,Percentage of undergraduate federal student loan borrowers not making progress after 1 year,,,
2166,repayment.1_yr_bb_fed_repayment.ug.makingprogress,BBRR1_FED_UG_MAKEPROG,Percentage of undergraduate federal student loan borrowers making progress after 1 year,,,
2167,repayment.1_yr_bb_fed_repayment.ug.fullypaid,BBRR1_FED_UG_PAIDINFULL,Percentage of undergraduate federal student loan borrowers paid in full after 1 year,,,
2168,repayment.1_yr_bb_fed_repayment.ug.discharge,BBRR1_FED_UG_DISCHARGE,Percentage of undergraduate federal student loan borrowers with all loans discharged after 1 year,,,
2169,repayment.1_yr_bb_fed_repayment.ugcomp.count,BBRR1_FED_UGCOMP_N,Undergraduate completer undergraduate federal student loan borrower-based 1-year borrower count,,,
2170,repayment.1_yr_bb_fed_repayment.ugcomp.default,BBRR1_FED_UGCOMP_DFLT,Percentage of undergraduate completer undergraduate federal student loan borrowers in default after 1 year,,,
2171,repayment.1_yr_bb_fed_repayment.ugcomp.delinquent,BBRR1_FED_UGCOMP_DLNQ,Percentage of undergraduate completer undergraduate federal student loan borrowers in delinquency after 1 year,,,
2172,repayment.1_yr_bb_fed_repayment.ugcomp.forbearance,BBRR1_FED_UGCOMP_FBR,Percentage of undergraduate completer undergraduate federal student loan borrowers in forbearance after 1 year,,,
2173,repayment.1_yr_bb_fed_repayment.ugcomp.deferment,BBRR1_FED_UGCOMP_DFR,Percentage of undergraduate completer undergraduate federal student loan borrowers in deferment after 1 year,,,
2174,repayment.1_yr_bb_fed_repayment.ugcomp.noprogress,BBRR1_FED_UGCOMP_NOPROG,Percentage of undergraduate completer undergraduate federal student loan borrowers not making progress after 1 year,,,
2175,repayment.1_yr_bb_fed_repayment.ugcomp.makingprogress,BBRR1_FED_UGCOMP_MAKEPROG,Percentage of undergraduate completer undergraduate federal student loan borrowers making progress after 1 year,,,
2176,repayment.1_yr_bb_fed_repayment.ugcomp.fullypaid,BBRR1_FED_UGCOMP_PAIDINFULL,Percentage of undergraduate completer undergraduate federal student loan borrowers paid in full after 1 year,,,
2177,repayment.1_yr_bb_fed_repayment.ugcomp.discharge,BBRR1_FED_UGCOMP_DISCHARGE,Percentage of undergraduate completer undergraduate federal student loan borrowers with all loans discharged after 1 year,,,
2178,repayment.1_yr_bb_fed_repayment.ugnocomp.count,BBRR1_FED_UGNOCOMP_N,Undergraduate non-completer undergraduate federal student loan borrower-based 1-year borrower count,,,
2179,repayment.1_yr_bb_fed_repayment.ugnocomp.default,BBRR1_FED_UGNOCOMP_DFLT,Percentage of undergraduate non-completer undergraduate federal student loan borrowers in default after 1 year,,,
2180,repayment.1_yr_bb_fed_repayment.ugnocomp.delinquent,BBRR1_FED_UGNOCOMP_DLNQ,Percentage of undergraduate non-completer undergraduate federal student loan borrowers in delinquency after 1 year,,,
2181,repayment.1_yr_bb_fed_repayment.ugnocomp.forbearance,BBRR1_FED_UGNOCOMP_FBR,Percentage of undergraduate non-completer undergraduate federal student loan borrowers in forbearance after 1 year,,,
2182,repayment.1_yr_bb_fed_repayment.ugnocomp.deferment,BBRR1_FED_UGNOCOMP_DFR,Percentage of undergraduate non-completer undergraduate federal student loan borrowers in deferment after 1 year,,,
2183,repayment.1_yr_bb_fed_repayment.ugnocomp.noprogress,BBRR1_FED_UGNOCOMP_NOPROG,Percentage of undergraduate non-completer undergraduate federal student loan borrowers not making progress after 1 year,,,
2184,repayment.1_yr_bb_fed_repayment.ugnocomp.makingprogress,BBRR1_FED_UGNOCOMP_MAKEPROG,Percentage of undergraduate non-completer undergraduate federal student loan borrowers making progress after 1 year,,,
2185,repayment.1_yr_bb_fed_repayment.ugnocomp.fullypaid,BBRR1_FED_UGNOCOMP_PAIDINFULL,Percentage of undergraduate non-completer undergraduate federal student loan borrowers paid in full after 1 year,,,
2186,repayment.1_yr_bb_fed_repayment.ugnocomp.discharge,BBRR1_FED_UGNOCOMP_DISCHARGE,Percentage of undergraduate non-completer undergraduate federal student loan borrowers with all loans discharged after 1 year,,,
2187,repayment.1_yr_bb_fed_repayment.ugunkcomp.count,BBRR1_FED_UGUNK_N,Undergraduate unknown completion status undergraduate federal student loan borrower-based 1-year borrower count,,,
2188,repayment.1_yr_bb_fed_repayment.ugunkcomp.default,BBRR1_FED_UGUNK_DFLT,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in default after 1 year,,,
2189,repayment.1_yr_bb_fed_repayment.ugunkcomp.delinquent,BBRR1_FED_UGUNK_DLNQ,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in delinquency after 1 year,,,
2190,repayment.1_yr_bb_fed_repayment.ugunkcomp.forbearance,BBRR1_FED_UGUNK_FBR,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in forbearance after 1 year,,,
2191,repayment.1_yr_bb_fed_repayment.ugunkcomp.deferment,BBRR1_FED_UGUNK_DFR,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers in deferment after 1 year,,,
2192,repayment.1_yr_bb_fed_repayment.ugunkcomp.noprogress,BBRR1_FED_UGUNK_NOPROG,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers not making progress after 1 year,,,
2193,repayment.1_yr_bb_fed_repayment.ugunkcomp.makingprogress,BBRR1_FED_UGUNK_MAKEPROG,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers making progress after 1 year,,,
2194,repayment.1_yr_bb_fed_repayment.ugunkcomp.fullypaid,BBRR1_FED_UGUNK_PAIDINFULL,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers paid in full after 1 year,,,
2195,repayment.1_yr_bb_fed_repayment.ugunkcomp.discharge,BBRR1_FED_UGUNK_DISCHARGE,Percentage of undergraduate unknown completion status undergraduate federal student loan borrowers with all loans discharged after 1 year,,,
2196,repayment.1_yr_bb_fed_repayment.gr.count,BBRR1_FED_GR_N,Graduate federal student loan borrower-based 1-year borrower count,,,
2197,repayment.1_yr_bb_fed_repayment.gr.default,BBRR1_FED_GR_DFLT,Percentage of graduate federal student loan borrowers in default after 1 year,,,
2198,repayment.1_yr_bb_fed_repayment.gr.delinquent,BBRR1_FED_GR_DLNQ,Percentage of graduate federal student loan borrowers in delinquency after 1 year,,,
2199,repayment.1_yr_bb_fed_repayment.gr.forbearance,BBRR1_FED_GR_FBR,Percentage of graduate federal student loan borrowers in forbearance after 1 year,,,
2200,repayment.1_yr_bb_fed_repayment.gr.deferment,BBRR1_FED_GR_DFR,Percentage of graduate federal student loan borrowers in deferment after 1 year,,,
2201,repayment.1_yr_bb_fed_repayment.gr.noprogress,BBRR1_FED_GR_NOPROG,Percentage of graduate federal student loan borrowers not making progress after 1 year,,,
2202,repayment.1_yr_bb_fed_repayment.gr.makingprogress,BBRR1_FED_GR_MAKEPROG,Percentage of graduate federal student loan borrowers making progress after 1 year,,,
2203,repayment.1_yr_bb_fed_repayment.gr.fullypaid,BBRR1_FED_GR_PAIDINFULL,Percentage of graduate federal student loan borrowers paid in full after 1 year,,,
2204,repayment.1_yr_bb_fed_repayment.gr.discharge,BBRR1_FED_GR_DISCHARGE,Percentage of graduate federal student loan borrowers with all loans discharged after 1 year,,,
2205,repayment.1_yr_bb_fed_repayment.grcomp.count,BBRR1_FED_GRCOMP_N,Graduate completer graduate federal student loan borrower-based 1-year borrower count,,,
2206,repayment.1_yr_bb_fed_repayment.grcomp.default,BBRR1_FED_GRCOMP_DFLT,Percentage of graduate completer graduate federal student loan borrowers in default after 1 year,,,
2207,repayment.1_yr_bb_fed_repayment.grcomp.delinquent,BBRR1_FED_GRCOMP_DLNQ,Percentage of graduate completer graduate federal student loan borrowers in delinquency after 1 year,,,
2208,repayment.1_yr_bb_fed_repayment.grcomp.forbearance,BBRR1_FED_GRCOMP_FBR,Percentage of graduate completer graduate federal student loan borrowers in forbearance after 1 year,,,
2209,repayment.1_yr_bb_fed_repayment.grcomp.deferment,BBRR1_FED_GRCOMP_DFR,Percentage of graduate completer graduate federal student loan borrowers in deferment after 1 year,,,
2210,repayment.1_yr_bb_fed_repayment.grcomp.noprogress,BBRR1_FED_GRCOMP_NOPROG,Percentage of graduate completer graduate federal student loan borrowers not making progress after 1 year,,,
2211,repayment.1_yr_bb_fed_repayment.grcomp.makingprogress,BBRR1_FED_GRCOMP_MAKEPROG,Percentage of graduate completer graduate federal student loan borrowers making progress after 1 year,,,
2212,repayment.1_yr_bb_fed_repayment.grcomp.fullypaid,BBRR1_FED_GRCOMP_PAIDINFULL,Percentage of graduate completer graduate federal student loan borrowers paid in full after 1 year,,,
2213,repayment.1_yr_bb_fed_repayment.grcomp.discharge,BBRR1_FED_GRCOMP_DISCHARGE,Percentage of graduate completer graduate federal student loan borrowers with all loans discharged after 1 year,,,
2214,repayment.1_yr_bb_fed_repayment.grnocomp.count,BBRR1_FED_GRNOCOMP_N,Graduate non-completer graduate federal student loan borrower-based 1-year borrower count,,,
2215,repayment.1_yr_bb_fed_repayment.grnocomp.default,BBRR1_FED_GRNOCOMP_DFLT,Percentage of graduate non-completer graduate federal student loan borrowers in default after 1 year,,,
2216,repayment.1_yr_bb_fed_repayment.grnocomp.delinquent,BBRR1_FED_GRNOCOMP_DLNQ,Percentage of graduate non-completer graduate federal student loan borrowers in delinquency after 1 year,,,
2217,repayment.1_yr_bb_fed_repayment.grnocomp.forbearance,BBRR1_FED_GRNOCOMP_FBR,Percentage of graduate non-completer graduate federal student loan borrowers in forbearance after 1 year,,,
2218,repayment.1_yr_bb_fed_repayment.grnocomp.deferment,BBRR1_FED_GRNOCOMP_DFR,Percentage of graduate non-completer graduate federal student loan borrowers in deferment after 1 year,,,
2219,repayment.1_yr_bb_fed_repayment.grnocomp.noprogress,BBRR1_FED_GRNOCOMP_NOPROG,Percentage of graduate non-completer graduate federal student loan borrowers not making progress after 1 year,,,
2220,repayment.1_yr_bb_fed_repayment.grnocomp.makingprogress,BBRR1_FED_GRNOCOMP_MAKEPROG,Percentage of graduate non-completer graduate federal student loan borrowers making progress after 1 year,,,
2221,repayment.1_yr_bb_fed_repayment.grnocomp.fullypaid,BBRR1_FED_GRNOCOMP_PAIDINFULL,Percentage of graduate non-completer graduate federal student loan borrowers paid in full after 1 year,,,
2222,repayment.1_yr_bb_fed_repayment.grnocomp.discharge,BBRR1_FED_GRNOCOMP_DISCHARGE,Percentage of graduate non-completer graduate federal student loan borrowers with all loans discharged after 1 year,,,
2223,repayment.1_yr_bb_pp_repayment.ug.count,BBRR1_PP_UG_N,Undergraduate student Parent PLUS Loan borrower-based 1-year borrower count,,,
2224,repayment.1_yr_bb_pp_repayment.ug.default,BBRR1_PP_UG_DFLT,Percentage of undergraduate student Parent PLUS Loan borrowers in default after 1 year,,,
2225,repayment.1_yr_bb_pp_repayment.ug.delinquent,BBRR1_PP_UG_DLNQ,Percentage of undergraduate student Parent PLUS Loan borrowers in delinquency after 1 year,,,
2226,repayment.1_yr_bb_pp_repayment.ug.forbearance,BBRR1_PP_UG_FBR,Percentage of undergraduate student Parent PLUS Loan borrowers in forbearance after 1 year,,,
2227,repayment.1_yr_bb_pp_repayment.ug.deferment,BBRR1_PP_UG_DFR,Percentage of undergraduate student Parent PLUS Loan borrowers in deferment after 1 year,,,
2228,repayment.1_yr_bb_pp_repayment.ug.noprogress,BBRR1_PP_UG_NOPROG,Percentage of undergraduate student Parent PLUS Loan borrowers not making progress after 1 year,,,
